	latitude	longitude	landmarks	street	known_addresses	keywords
64	47.776746818181806	9.622340999999999	"['Mehlsack', ""St. Martin's Church""]"	[]	['Martinstraße 15, 88212 Ravensburg', 'Wilhelmstraße 24, 88212 Ravensburg', 'Marienplatz 59, 88212 Ravensburg', 'Bachstraße 1, 88214 Ravensburg']	['church', 'gas station', 'cultural landmark', 'hotel']
65	47.781455666666666	9.611518666666669	['Ravensburg, Baden-Württemberg, Germany', 'Wertach River']	[]	[]	['river']
66	47.7698625	9.617275	"[""St. Christina's Church""]"	[]	['Christinastraße 7, 88212 Ravensburg', 'Steigstraße 17, 88213 Ravensburg', 'Seestraße 1, 88214 Ravensburg']	['church', 'school', 'restaurant']
67	47.7415665	9.2690915	['Salem', 'Grasbeuren', 'Uhldingen-Mühlhofen, Baden-Württemberg, Germany', 'Unteruhldingen, Uhldingen-Mühlhofen, Baden-Württemberg, Germany']	[]	[]	[]
68	47.7734	9.625	['Berufliches Schulzentrum Ravensburg']	[]	['Fronhofstraße 17, 88212 Ravensburg', 'Hauptstraße 93, 88214 Ravensburg']	['school', 'hotel']
69	47.725242	9.450629	['Oberteuringen']	[]	[]	[]
70	47.78037333333334	9.6193	['ARAL Gas Station', 'Schussen River']	[]	['Museumstraße 21, 88212 Ravensburg', 'Am Mehlsack 4, 88212 Ravensburg']	['museum', 'gas station', 'river']
71	47.55523466666666	9.669408222222222	['Bodenseeklink', 'Amunition tower', 'Hexenstein']	[]	[]	[]
72	47.800253	8.889757	['Steisslingen']	[]	[]	[]
73	47.6798615	9.190573	['Petershausen, Konstanz, Baden-Württemberg, Germany', 'Allmannsdorf, Konstanz, Baden-Württemberg, Germany']	[]	[]	[]
74	47.605509	9.865688	['Lindenberg im Allgau']	[]	[]	[]
75	47.858289	8.988361	['Stockach']	[]	[]	[]
76	47.556191	8.896334	['Thurgau, Switzerland']	[]	[]	[]
77	47.841973	8.845182	['Aach']	[]	[]	[]
78	47.781299999999995	9.6237	['Schussen River']	[]	[]	['river']
79	47.7828	9.628200000000001	['Schussen River']	[]	[]	['river']
80	47.77640000000001	9.6008	['Wertach River']	[]	[]	['river']
